source;target
137;23287
23961;23962
25584;25585
11275;17947
2675;112
2675;3775
2675;70
2675;852
347;14861
347;1
347;965
26777;26776
26777;26778
27235;5040
17752;13326
24490;16767
18339;18429
18339;15181
17909;15995
17909;26201
24662;24661
24662;28203
24662;5325
27182;27183
27831;27833
27831;27832
15238;4996
15238;23216
21338;21159
26341;27763
26341;31376
26341;15532
26341;26831
26341;27883
10075;6205
10075;1104
10075;20455
10075;6542
10075;1463
10075;22154
10075;17665
10075;8892
10075;579
10075;29987
5053;4996
2701;11662
426;93
426;19281
24734;24733
19083;24999
16332;3010
27204;3010
6079;8
6079;5696
6079;20228
3839;18130
3839;4602
789;799
24948;7399
26894;26893
26856;16156
22478;26009
22478;30262
4191;13526
22648;9301
24928;24927
24928;24925
24928;24926
17199;17200
5040;12608
5040;12049
5040;12886
5040;1701
5040;25487
5040;13158
5040;22180
5040;25576
5040;30281
21727;2923
12876;26668
12876;28666
10836;17254
10836;28533
10836;29983
800;70
800;21480
10870;19866
10870;26847
10870;23890
10870;24030
748;58
748;17966
748;10993
30887;18754
21421;13976
21421;27245
24126;2248
24126;18093
17112;9426
4755;24818
23899;19866
6938;19866
26213;26214
28455;28069
6330;2438
3928;896
3928;847
3928;104
3928;822
3928;2921
3928;398
9607;2438
9607;248
9607;9608
9607;1217
9607;4895
9607;862
9607;22058
374;314
12186;12185
12186;12074
11797;24158
17715;24340
5192;23955
5978;458
16212;1418
25978;82
25978;5
25978;15416
25978;3958
25978;12540
25978;17175
25978;2678
25978;18404
486;112
18337;28444
31362;31363
19080;112
19080;229
19080;1666
26381;27632
26381;27631
26381;27634
26381;27636
26381;25108
26381;27633
26381;17948
26381;9166
26381;20226
26381;27675
26381;7871
26381;22206
26381;12995
26381;26345
26381;27674
11310;2516
11310;5346
11310;817
11310;1963
15925;21386
15925;24533
26501;26500
16034;15494
19280;19266
19280;5283
28439;28440
4697;12400
23237;20611
17099;8456
8803;8804
24028;20313
23556;23555
29336;16180
19058;10507
19058;14997
26494;26493
19272;19273
30688;6316
30688;3020
9456;6999
716;1404
716;25230
716;70
716;1281
716;13655
716;9066
716;13979
716;29947
29951;16451
24043;11844
24043;26431
24043;24044
14861;1
19;8
19;17
19;18
19;2492
19;3308
19;15
19;16565
18932;16143
20231;1765
7158;16159
7158;4741
1135;28113
1135;22673
1135;74
1135;2428
1135;18125
8539;24348
8539;24349
8539;24350
11586;9426
16226;16227
16226;16228
18806;2257
18806;24645
118;517
28233;28234
28233;20640
17560;17561
17560;18084
18104;24315
18104;9153
18104;26839
18104;24445
18104;2238
10548;10549
10548;10547
4706;836
4706;23895
4706;1216
4706;12273
4706;30668
4706;30669
4706;31160
26885;445
9190;26343
9190;25950
805;14307
805;129
6999;4096
6999;16436
6999;2941
6999;17979
26334;26828
1419;517
11629;11628
782;2187
26895;26896
834;10100
6054;30279
28459;6032
28459;18141
14219;498
14219;20534
9344;832
12554;10549
16437;18867
16437;17716
16437;13750
16437;21879
16437;9431
16437;4809
10182;10181
12729;18476
2473;6379
28933;28934
28933;9935
1383;1217
1383;5172
13325;13324
8190;8091
29239;25294
27634;27632
27634;27631
27634;27636
27634;25108
27634;27633
27634;17948
27634;9166
24317;10507
24317;24818
30076;30075
7438;3006
7438;783
7438;1065
9311;13699
28159;15872
25064;25065
23396;23395
27636;27632
27636;27631
27636;25108
27636;27633
27636;17948
27636;9166
27636;20226
27636;27675
27636;7871
27636;22206
27636;12995
27636;26345
27636;27674
27636;28800
27636;29135
27636;28799
27636;21489
27636;28796
27636;20656
27636;28798
27636;28801
27636;24694
27636;23721
27636;29134
6420;14952
23346;23347
5048;5047
5048;10474
5048;22080
5048;439
5048;4441
5048;13388
18911;26956
18911;26957
18911;30868
66;74
66;72
66;10
66;73
66;71
66;434
66;620
66;1012
66;432
66;438
66;741
66;428
7787;13941
421;70
10100;445
10100;170
10100;401
10100;403
10100;769
10100;5326
10100;2170
10100;439
10100;10692
10100;1030
10100;18532
24581;24580
25792;25791
179;51
25121;30164
25121;30165
31013;30668
15374;9728
18904;18903
18904;20805
23424;23423
23216;4996
290;10359
290;291
290;439
290;23
290;50
20266;20615
5210;4996
1405;14942
1405;6307
24309;23389
22135;18352
31367;15872
2197;112
1809;765
1809;70
16141;21093
12684;14755
24405;24404
14002;15320
14002;14001
14002;9327
14002;20411
14002;24826
14002;20413
28221;4996
14755;13267
14755;6142
14755;954
14755;11402
21177;30668
21177;4363
24865;30935
26352;19866
23339;23338
15811;13189
27065;27066
27065;18476
15496;13648
24987;24818
21;8
729;728
729;727
729;1
26842;26843
841;847
841;104
841;433
841;2921
841;7041
24259;13303
9185;8224
18138;14848
16315;634
73;74
73;72
73;10
73;71
73;208
73;27686
73;377
73;20228
28969;16474
28309;4996
24708;4726
25573;25572
25152;18288
13490;1
18287;18288
18471;25401
18471;26201
24431;24430
13678;1023
13678;837
30486;30488
30486;30487
25098;2084
25150;25151
19165;10507
24354;112
24354;6122
24354;16660
15392;11699
4996;16862
4996;15159
4996;10702
4996;25465
4996;11563
4996;23215
23544;23543
8388;27691
8388;27692
23592;23591
18970;18247
29964;9078
10625;771
10625;1010
12943;12942
6957;6379
6957;7207
6957;7875
6957;12472
6957;15242
6957;31311
8472;2144
8472;2257
24454;2172
29988;9301
30052;30053
852;112
852;3775
852;70
852;12686
12016;1460
579;8892
21882;21883
1;728
1;727
1;385
1;1002
1;67
1;555
1;4148
1;27222
1;12478
1;283
1;284
1;965
2821;14140
2821;13848
2821;14238
28777;28776
23565;23566
23565;23567
27823;27880
27823;5168
25037;8454
24127;10862
30488;30487
13020;15203
24163;16156
18215;22104
18215;6379
17082;12017
14197;30030
434;620
434;72
4133;12319
17043;445
164;2121
164;50
27173;13941
21647;19215
21647;10862
19179;19181
26544;13699
6122;112
6122;16660
3369;783
3369;6169
3369;5283
3369;21313
28110;2561
8595;634
8595;21758
783;6169
783;5283
783;3006
783;2514
783;17755
783;1065
29998;17947
11067;24760
11067;3077
14997;10507
2678;25752
2678;1753
2678;2371
29949;29950
8628;11259
8628;25968
8628;25512
31389;10458
31389;31393
24641;24642
23557;20250
11844;26431
11844;24044
23850;23849
23406;16890
10680;11360
1433;17966
835;634
18901;3010
23467;5325
28206;18093
9066;1281
9066;13655
9066;4362
9066;2187
9066;6071
9066;2751
17064;104
17064;24833
7692;5325
9403;21635
9403;24571
9403;24572
28026;9301
23378;23376
30164;30165
13750;17716
25110;31592
25110;8200
25110;22332
14940;28135
18444;1474
16433;16374
22539;15494
28934;9935
25095;24820
16167;24162
20810;21211
20810;20926
20810;27511
21434;10507
17920;2776
23800;23801
24571;24572
16038;2776
1023;10564
1023;14140
21571;21570
21571;15860
21571;21569
110;3150
110;4718
110;946
110;12545
110;30455
110;2172
110;3076
110;3869
26669;26670
794;377
794;139
794;8
794;23
794;14035
794;47
26090;26089
26090;27107
26090;28302
20868;23309
10895;3817
28238;22719
12712;11662
31576;31577
537;7041
537;717
537;433
537;398
9043;25506
9043;1128
9043;21477
9043;13771
26078;26077
8194;13068
15557;12419
3913;3909
3913;3912
3913;3843
3913;832
11337;26961
3037;1803
3037;24760
3037;24578
3037;20721
3037;79
27147;6083
24164;13751
22969;19119
14527;4440
25446;21469
13418;17647
3817;157
774;6580
774;908
774;19166
774;112
774;14150
774;14055
774;48
774;25265
774;20400
22713;9301
22713;4594
17948;27632
17948;27631
17948;25108
17948;27633
17948;9166
17948;20226
17948;27675
17948;7871
17948;22206
17948;12995
17948;26345
17948;27674
31629;31630
28557;12539
16175;634
20228;377
20228;696
20228;5696
20228;26574
18754;20784
18754;24818
18754;21576
18754;19889
18754;24538
18754;24857
18754;13017
18754;10507
18754;16117
30562;30561
1510;517
25511;4091
30520;30521
30520;22649
30520;22650
23596;23595
5047;5208
5047;16709
517;12046
517;14299
517;7466
517;331
517;31649
19104;3207
2448;16428
9957;3958
1062;104
1421;4602
24068;29147
12569;12568
28539;28538
15422;24727
17542;4091
17542;25109
6316;3020
21570;15860
21570;21569
14064;18532
27691;27692
13327;108
30196;24820
10860;14282
10860;21313
14001;15320
27369;28811
30370;30368
30370;4442
30370;30369
30370;30367
27064;27063
31009;20828
6379;7207
6379;7875
6379;22104
23310;22889
23310;18561
12663;6352
27927;15257
19150;19157
19150;1460
21463;634
21204;9148
7855;1281
1460;24947
1460;13941
1460;27124
1460;29160
1460;30929
24485;17947
22476;16880
28575;25474
28575;30355
17564;14762
3031;2648
3031;3032
3031;22936
28297;18141
30089;28688
24760;3077
24760;1803
24760;24578
24760;404
24760;2431
28377;28376
27068;27067
28799;28800
28799;29135
28799;21489
28799;28796
28799;20656
28799;28798
28799;28801
28799;24694
28799;23721
28799;29134
13857;23331
13857;14985
2237;2238
16099;15207
12110;24827
23958;7984
7207;7875
27580;27579
27580;27581
27580;8181
22077;16852
22077;4091
22077;18216
22077;22079
22077;22078
1404;25230
1404;70
19731;19724
23827;7547
23827;28660
25627;10667
25891;25890
27130;12539
14321;449
1666;229
1666;112
449;2206
449;862
954;11402
1753;25752
1753;2371
21386;20633
25628;25629
25628;14370
4726;12077
4726;9391
4726;16183
31588;30800
31588;31591
28270;28271
8224;25174
21868;3010
2617;2582
2617;7700
24882;3006
6026;22946
6026;11662
23005;20611
21509;5987
21509;28650
13183;23309
9969;1394
9969;818
27227;27226
16436;2941
58;17966
14765;28688
5188;8215
5188;18049
5188;14147
5188;5187
5188;27409
6125;18629
5346;2516
5346;1963
5346;817
5346;303
13234;2992
19894;19895
12325;17947
30862;18561
25709;25708
25176;25108
25176;25175
20656;28800
20656;29135
20656;21489
20656;28796
20656;28798
20656;28801
20656;24694
20656;23721
20656;29134
10602;634
10602;21623
10602;10603
10602;10601
11983;12084
26101;26102
20490;21632
25405;25404
8334;1552
31120;31121
31120;31119
170;445
8590;13189
25507;4091
10601;634
10601;21623
10601;10603
21007;21008
21007;445
819;6071
26116;23385
13267;6142
1060;818
24044;26431
31602;15276
24857;13017
24857;10507
22208;10955
743;15688
14375;27245
21477;1128
10507;27072
10507;6180
10507;27073
10507;12337
10507;24457
10507;15536
10507;24632
10507;24721
10507;13017
10507;31632
10507;16117
1359;17966
1359;946
1359;3246
1359;57
1359;221
23815;23816
31121;31119
30334;24058
30334;9440
18475;18476
19184;3010
4741;17972
4741;16159
4741;6958
4741;13044
4741;21282
16078;9039
27718;27717
14055;48
14055;25265
7217;20640
7217;19830
7217;18787
14784;2450
14784;47
26657;12337
12049;12608
12846;12845
12846;18006
25181;25183
25181;25184
15609;20640
15683;14294
15683;24064
15683;14447
27496;7058
30739;25474
30739;26651
9440;24058
6184;23571
6184;25563
6184;16934
17629;11975
12177;85
10141;14440
27450;12419
2486;634
25746;16767
57;17966
57;946
57;3246
57;221
24445;2238
3055;2252
428;71
24349;24348
24349;24350
31064;31063
26794;20313
26794;2329
3775;112
3775;70
23287;16213
24547;24545
24547;24546
22332;31592
22332;8200
13566;24190
22634;22633
9615;8454
9615;15815
17665;22154
8909;24818
22339;837
2921;896
2921;847
2921;104
2921;822
2921;398
2921;717
2921;433
398;896
398;847
398;104
398;822
398;717
398;7041
398;433
398;61
896;847
896;104
896;822
24401;24400
24401;24402
25041;27276
25041;27277
25183;25184
445;14304
445;2344
445;3226
445;9791
445;5082
445;5343
445;2514
445;2490
445;21008
445;305
445;15253
23587;23586
22830;26654
14147;10885
14147;5325
14147;3020
16148;917
27161;27162
15006;11975
23553;21615
468;28470
30684;30683
717;847
717;104
717;7041
717;433
30821;30820
24166;30914
1398;1010
6925;3032
6925;3020
26774;18288
13169;16565
13169;327
13169;184
13169;1807
17;2095
17;8
17;18
17;2492
17;3308
17;15
634;9580
634;12722
634;414
634;12052
634;2603
634;18466
634;14972
634;2581
634;21758
634;21623
634;10603
634;9364
12281;19712
21649;7424
21649;21629
12686;112
313;12062
4643;9734
4643;23960
27101;27102
13246;27260
13246;10190
29143;29369
2561;24432
21580;3010
119;8
27142;28688
24350;24348
7984;9175
2084;28019
17600;817
26874;26875
22058;248
22058;9608
7996;6083
7996;6082
16211;4363
1617;70
1617;1074
15995;26201
5442;11662
14087;5343
26498;26499
6071;4362
6071;2187
6071;70
3010;9553
3010;5254
20640;19830
20640;18787
20640;28234
4524;5836
14440;112
23389;23388
13294;16189
13294;19007
13294;16312
21542;15212
22563;2499
22078;16852
22078;4091
22078;18216
22078;22079
20400;48
20400;25265
14140;13848
14140;14238
14140;10564
10359;291
10359;439
10359;23
18873;28546
20821;26424
6351;248
15234;13189
18084;17561
14014;11662
13120;248
26984;26983
19012;12084
27222;4148
1394;818
1394;18532
1394;70
13655;1281
727;728
4770;20207
21937;21938
21937;13394
224;13312
224;157
224;8254
224;19053
224;24004
439;291
439;23
18945;2450
22908;20611
28890;28889
23171;14898
22206;27632
22206;27631
22206;20226
22206;27675
22206;7871
22206;9166
22206;12995
22206;26345
22206;27674
23313;23312
27260;10190
30093;28688
29134;28800
29134;29135
29134;21489
29134;28796
29134;28798
29134;28801
29134;24694
29134;23721
19053;8254
19053;24004
30189;30535
3045;15842
28501;25294
19042;27922
10185;25719
31596;31595
24442;18288
28025;24818
24088;15250
24088;5325
572;5283
17947;16698
17947;30077
28103;28101
13473;5257
71;74
71;72
71;10
18890;21504
11927;11970
11927;18206
11927;24819
11927;26103
30669;836
30669;30668
10413;20896
21413;22816
9153;24315
24369;24370
438;432
25147;19196
4357;4356
4357;3226
4357;11662
4357;45
23214;20569
23214;19866
21496;18093
21496;12631
2582;7700
11146;20226
11683;1803
25443;25442
24229;12337
327;1807
327;184
327;16565
24585;24586
249;122
15379;15378
28688;30092
28688;18102
28688;27826
25606;4545
2172;12815
2172;11975
2172;19952
24125;24124
24125;26647
24125;5314
24373;4363
12631;18093
31529;25498
26855;26854
24458;12568
2020;16784
2020;17183
2020;24352
2020;2850
1770;2888
20409;27392
20409;19349
27294;27
27294;291
27294;552
18931;9783
25133;7396
17039;6230
17039;2730
3246;17966
3246;946
3246;221
27392;19349
12839;5257
1095;70
45;261
45;4356
45;3226
45;11662
45;746
11948;28512
4356;3226
4356;11662
847;104
847;822
847;433
1474;888
1474;17183
1474;13661
11839;818
16660;112
30838;21057
30838;30839
19830;18787
24694;28800
24694;29135
24694;21489
24694;28796
24694;28798
24694;28801
24694;23721
8397;17632
26184;26185
11608;2236
30047;30048
21035;11662
5283;6169
5283;19266
5283;18683
5283;28444
1010;42
1010;315
1010;5961
1010;3115
1010;18610
1010;771
26884;3225
10955;6984
10955;24886
10955;16451
20623;15291
20623;18476
28716;112
9014;248
3843;3909
3843;3912
3843;832
30883;30884
27996;7058
26367;7965
18474;24256
18474;21429
24947;13941
13722;129
11757;836
11757;13876
24820;24866
6083;12054
6083;6082
6083;12378
5370;14035
9364;27697
18682;70
2922;19076
10666;2390
17966;946
17966;221
17966;20455
17966;771
17966;5052
17966;6019
17966;1432
17966;2095
17966;5961
17966;442
17966;47
17966;894
25842;6072
25842;25841
25842;25840
11868;5838
2344;14304
2344;3226
2344;9791
2344;3087
2344;37
11872;12180
11872;5325
30552;30553
10;74
10;72
10;70
22946;11662
12539;27170
2776;13999
2776;20315
2776;16125
23562;23563
2431;1803
772;129
830;112
26024;25936
18216;16852
18216;4091
18216;22079
18216;16851
10304;24584
1030;10692
21100;24818
17078;14543
17078;27745
21938;13394
10603;21623
2512;2345
13312;157
24676;19866
26802;26801
15387;11645
28203;5325
15;8
15;18
15;2492
15;3308
24139;24138
27051;15212
2502;11662
19102;2397
1098;7093
1098;4119
1098;1354
14035;47
14035;21165
27633;27632
27633;27631
27633;25108
27633;9166
19916;15237
2909;4265
28447;70
6059;2103
6059;4091
6180;27072
6180;27073
5987;28650
21569;15860
28018;9301
14304;3226
14304;9791
16147;4091
28991;28989
28991;28990
23246;20611
27675;27632
27675;27631
27675;20226
27675;7871
27675;9166
27675;12995
27675;26345
27675;27674
13178;2888
13178;1281
15257;15416
15257;27888
15257;21319
2730;6230
23385;23384
18418;26873
9161;9162
23521;23520
23521;23522
2852;4380
8299;8872
8299;23452
8299;19084
8299;8842
8299;28567
8299;28566
1354;7093
1354;4119
25426;28031
25612;27720
23968;15212
167;17463
21282;19181
4363;3909
4363;23963
4363;30668
4363;23394
6574;28543
30210;30208
30210;30209
845;104
291;23
291;27
291;552
13466;13848
82;15119
11518;4607
11518;2103
11518;16718
5838;17072
5838;9188
5838;2245
16259;16260
16259;836
908;6580
908;19166
7871;27632
7871;27631
7871;20226
7871;9166
7871;12995
7871;26345
7871;27674
23473;23472
7902;70
3046;7445
3046;6066
3046;18532
26996;22541
126;16565
24529;24528
18476;15291
18476;27066
18476;10634
18476;24021
18023;2248
23443;8181
6580;19166
27832;27833
25474;26651
25474;30355
29996;18093
25407;12500
18908;10862
25180;13973
27274;27273
26781;26780
213;5353
3308;8
3308;23
3308;18
3308;2492
26438;26263
14279;14278
25108;25175
25108;27632
25108;27631
25108;9166
25108;21489
26512;24361
13541;15207
74;72
74;28113
74;22673
74;2428
74;18125
18125;28113
18125;22673
18125;2428
19323;248
16890;6218
2850;70
2850;4034
24545;24546
26776;26778
12224;5462
12224;18659
12224;11662
17130;1212
11975;12815
11975;20769
11975;29205
17636;25091
22936;2648
22936;3032
762;13891
762;70
2245;9188
2245;26811
14952;5294
14952;14844
14952;27526
14952;6415
25629;14370
23851;23852
30473;30471
30473;30472
30473;30470
30258;8181
13976;27245
23901;20611
23901;23902
23901;3020
28660;7547
2095;711
2095;1432
2095;16565
2095;184
17093;18037
797;19893
797;837
28561;26772
21378;21379
29237;29236
15250;5325
10024;12180
10024;2252
157;16440
21248;11662
2492;8
2492;18
23373;12337
1217;2345
1217;248
1217;9608
1217;5172
1217;70
1217;3834
22673;28113
22673;2428
28699;18093
9107;14486
27072;27073
24925;24927
24925;24926
12017;13648
2238;24087
2238;26315
2238;2252
2238;24315
20569;19866
25102;18629
30521;22650
30521;22649
3032;3020
3032;2648
3032;27304
3032;29279
3032;27407
28798;28800
28798;29135
28798;21489
28798;28796
28798;28801
28798;23721
2191;16880
23520;23522
15800;18057
47;2450
2252;12180
2252;26315
15305;29235
3225;25977
229;781
229;112
25850;25851
765;70
769;70
769;18532
25756;28543
4362;2187
7071;24818
4607;2103
4607;16718
29135;28800
29135;21489
29135;28796
29135;28801
29135;23721
24011;13394
24011;24012
26897;2243
31427;21886
910;30040
16189;16312
16189;19007
26121;26120
28974;28973
30116;10459
22889;18561
15468;2248
8890;5325
27277;27276
5680;3957
20909;21114
18532;7445
18532;6066
18532;70
25403;25402
16784;17183
16784;24352
28886;28887
28990;28989
21544;1440
24519;24518
21659;21660
42;315
21640;21641
4119;7093
18069;4696
26550;14847
27664;27663
2103;4091
10315;4501
20563;22816
31537;31538
303;70
24012;13394
13464;18768
851;16565
1018;11994
9791;3226
9791;5222
2946;3020
18629;18628
18629;18048
29279;27407
4742;29348
24727;24726
24727;22408
1963;2516
1963;817
24158;15772
24158;24159
14079;10460
18093;23883
18093;2248
18093;23328
24751;24750
18768;24862
5222;862
70;771
70;25230
70;112
70;21480
70;25077
70;2187
70;1119
70;4034
70;876
70;1100
70;3834
70;191
12472;15242
24130;12419
3921;23870
24434;24435
13845;13848
5462;18659
27271;27270
24534;15182
13941;17987
13941;29985
832;3711
832;3909
832;3912
832;2248
832;10754
20784;24818
31460;31472
13351;26555
433;7041
433;104
11805;4091
15775;7868
31501;31502
17983;14446
17983;12340
30990;7707
30987;30988
15902;15901
2371;25752
25840;6072
25840;25841
2248;16236
2248;18999
2248;19252
2248;22838
27963;27959
11431;85
13603;22053
12419;29198
12419;23969
26773;26772
3709;7199
3709;366
3709;720
2581;12500
19094;19095
17204;17203
23721;28800
23721;21489
23721;28796
23721;28801
227;190
227;10329
227;366
3595;26967
24927;24926
26847;19866
23566;23567
28113;2428
15872;31424
31085;30448
10329;190
10329;366
15537;13648
