source;target
537;38
537;2921
537;896
537;697
537;822
537;39
537;897
537;7041
2876;5838
2876;11868
5082;5083
5082;74
5082;2976
5082;1772
5082;1218
5082;8207
2767;104
2767;37
3665;781
3665;12062
6059;1218
6059;6058
8224;7983
8224;9140
917;916
917;2406
917;8442
13768;5325
13768;4091
13768;13769
1459;26
9993;9992
5914;6218
5914;3010
6393;6394
5846;2187
5846;8207
5187;5188
6919;248
6919;5324
10373;1460
23125;28342
23125;11255
23125;24076
248;1913
248;22721
248;3958
248;774
248;1119
248;2438
248;1419
248;5324
248;9608
248;9607
248;2216
248;5024
248;6351
248;3055
248;2676
248;6959
248;4252
248;5757
248;1393
248;1074
248;70
248;1217
248;396
248;14138
248;1220
248;13112
248;2926
248;27349
4422;10312
4422;4809
2752;2751
2752;2421
2752;2187
3719;9548
4714;4440
6194;1466
7678;7676
7678;7680
5750;7571
5750;6068
5750;11009
449;2481
449;4091
449;2187
449;2780
449;862
449;9015
449;2233
449;22066
2092;818
2221;53
2221;2175
1410;2084
1410;2431
13126;30615
13126;12832
13126;1371
13126;1531
13126;14789
2958;2278
2958;832
2958;2103
2277;236
2277;423
2277;2276
2277;593
10302;66
9401;9402
9401;9403
9401;1933
277;454
277;1
25957;19203
25957;25956
25957;12540
7452;14809
24185;8871
12165;5048
12165;1364
8300;6352
8300;7796
2433;4706
2433;832
9189;9190
10695;8031
6058;1218
8452;1418
8452;16723
8452;4834
187;148
187;11262
10029;9005
54;2
54;53
54;52
54;1
54;8
54;73
10378;818
28159;28160
4468;111
72;319
72;64
72;66
72;2149
72;432
72;2052
72;1923
72;71
7540;9167
10595;5040
12201;3010
12244;4496
12244;6549
12244;12242
9424;9423
9424;9425
9424;9422
2;53
2;52
2;1
2;8
2;73
2;10
2;3845
2216;9608
2216;774
2216;9607
2216;5024
2216;22721
6445;14906
1309;895
1309;95
20828;20829
5283;370
5283;6169
5283;3369
5283;783
5283;3906
10489;3010
9278;2172
15190;16698
15190;9005
15190;18087
2149;319
2149;64
2149;66
2149;2052
2149;1923
2149;71
2149;432
13737;9935
1093;70
11023;6918
11023;832
20794;20795
26904;4706
3582;852
3582;620
11502;11501
392;48
392;774
8;53
8;52
8;1
8;73
8;907
8;148
8;2121
8;2492
8;139
8;23
8;6079
8;18
8;1059
8;694
8;55
8;2000
8;13673
8;3308
8;20
8;15
8;19
8;26574
8500;10102
38;104
38;896
38;697
38;822
38;39
38;2921
38;7041
15844;6071
15844;9066
620;66
7712;11360
7712;4363
7712;3688
7712;8104
227;205
227;224
227;225
227;228
227;230
227;2345
227;226
227;229
227;634
227;130
227;231
227;37
1956;862
1956;1952
1956;3055
1956;4607
1956;11518
1956;2103
1956;2923
1956;27314
1956;10025
1956;10024
1956;2932
1956;17144
61;104
61;702
61;4788
61;888
24354;6122
24354;112
24354;16660
17041;6071
17041;2187
20419;5838
9385;26
9385;8714
9385;128
26688;26687
2751;2187
2751;2421
2751;2262
2751;8207
2751;710
2751;2103
23932;8031
10291;634
6959;3055
6959;1215
6959;2676
11866;10382
10020;634
10473;1218
10100;13071
10100;10692
10100;44
10100;1641
10100;445
10100;104
10100;400
10100;1006
10100;2933
10100;7261
10100;4895
10100;3496
10100;4357
10100;1033
10100;1213
10100;11687
10100;5696
14518;7007
9193;23466
22078;22077
22078;4091
22078;18216
22078;16852
22078;22079
2733;507
2733;390
2733;197
2733;753
13305;10941
13305;4076
13305;4290
13305;2678
13305;4886
13305;10940
13305;1
13305;10329
13305;9512
9507;1809
9507;70
7902;852
7902;4034
7902;2850
7902;70
7902;1304
9595;5048
10093;2172
10547;10549
10547;10548
892;3393
892;3394
892;37
10229;10165
11833;11832
11833;709
25240;1460
4184;6999
858;769
858;1394
858;70
858;7445
858;6066
858;3046
426;10
426;75
426;70
10445;445
10385;4697
10385;10309
82;261
82;7700
82;545
30825;30826
1393;1074
1393;70
1393;762
1393;5054
610;70
610;2167
610;10217
8573;8871
8091;10696
21081;21082
533;7084
533;7101
11013;11015
11013;1074
11013;11014
11013;11012
11013;12932
24468;1804
53;52
53;1
53;73
53;2175
53;5999
53;17463
53;10393
10513;10514
115;23
115;2340
115;1
115;2255
15686;5188
15686;2909
15686;4417
15686;4604
15686;25436
3957;5680
3957;2345
12017;6918
12017;6957
16851;18216
16851;16852
3155;10543
3155;11983
16923;7700
16923;423
16923;2345
16923;2488
9851;18539
9851;21297
3039;21025
4034;1094
4034;762
4034;2850
4034;70
4034;852
4034;1054
4034;2542
4034;832
4034;9666
4034;803
1617;70
1617;1074
10603;4996
10603;10602
10603;10601
26546;27641
6549;4496
6549;12242
6549;10391
6549;1460
6549;8461
6549;420
6549;3225
6549;5614
6549;10879
6549;8282
4252;9607
4252;9608
10459;10458
10459;26057
2345;205
2345;224
2345;225
2345;228
2345;230
2345;226
2345;229
2345;634
2345;130
2345;231
2345;700
2345;1021
2345;2512
2345;2344
2345;423
2345;2485
2345;445
2345;2486
2345;2487
2345;910
2345;835
2345;2603
2345;2262
2345;1217
2345;5680
2345;1108
2345;6999
2345;2488
2345;1113
6028;2852
19239;4363
2397;10075
2397;753
2397;593
2397;4936
11788;5048
6414;8505
17669;9153
10550;10551
2501;5071
3038;5346
3038;1474
15790;104
15790;7041
8254;5838
18104;9153
18104;24315
2693;4363
3688;11360
3688;4363
10602;4996
10602;10601
27073;6180
27073;10507
27073;27072
1394;769
1394;70
1394;18532
1394;6066
1394;11740
1394;2161
1394;26
1394;7445
3010;910
3010;14238
3010;2390
3010;445
3010;5254
3010;11638
3010;5913
3010;6218
3010;9458
3010;11976
3010;13494
3010;5457
3010;9553
3010;7965
3010;17042
3010;13899
3010;11336
45;261
45;400
45;2042
45;2676
45;2933
45;748
45;401
45;1364
45;834
45;5964
45;749
45;1030
45;7219
45;794
45;26
45;11757
45;907
45;334
9118;9213
9969;2488
9969;423
9969;818
1217;445
1217;280
1217;3980
1217;818
1217;2262
1217;1005
1217;4602
1217;3834
1217;2488
1217;70
1217;1983
1217;2103
1217;9864
1217;2233
6379;1664
6379;3191
6379;9548
6379;6957
6379;4707
6379;11167
6379;1218
6379;11211
6379;12472
6379;15310
6379;4594
6379;14434
6379;5526
6379;14209
6379;22837
6574;7074
6574;6219
6574;28543
6574;12055
6574;1405
2946;3020
2946;4091
2946;5996
2946;2428
2946;2187
2946;2436
11551;11550
2617;2582
1221;1218
23088;20611
9531;8506
4291;908
25908;25905
25908;25902
25908;25907
25908;25906
25908;12540
25908;25903
1802;10069
1802;66
1802;4981
1009;104
1009;2921
1641;445
7501;2438
7501;3958
7501;3595
7501;12241
250;26
250;70
1495;22442
5896;864
5896;7405
5896;4981
44;13071
44;10692
12020;10192
2248;7217
2248;9213
2248;6109
2248;1104
2248;9946
2248;2141
2248;4697
2248;9947
7063;6181
781;2582
781;1474
781;2837
781;4706
781;22104
781;7012
781;22891
781;12062
11211;6957
10290;10289
11489;9049
11489;7382
790;29965
790;10696
6416;10671
6416;13589
6416;27611
6416;11176
6416;2426
6416;1440
10958;2561
2230;451
2230;1474
2230;2231
24288;24289
4620;445
334;3051
334;13634
334;907
334;11757
8483;2390
8483;7562
14130;22086
10454;10455
261;73
2187;832
2187;2091
2187;782
2187;2421
2187;2481
2187;4091
2187;2780
2187;862
2187;6071
2187;1021
2187;6074
2187;1772
2187;1773
2187;9390
2187;2436
2187;2262
2187;8207
2187;11254
2187;11255
2187;8612
11562;21507
1737;448
18;20
18;15
18;3308
18;2492
18;19
238;663
238;37
420;634
748;1224
748;2933
17183;129
17183;1271
17183;27647
7090;7091
3369;6169
3369;783
3369;3906
10192;10191
10192;10457
10192;10613
10192;10612
10192;15750
2487;2485
2487;445
2487;2486
2487;910
1548;7517
11259;8628
3046;7445
3046;18532
3046;6066
24127;27808
10060;11999
21834;22680
1094;2850
1094;762
1094;70
4440;4059
4440;4439
4440;5979
4440;9130
4440;11027
4440;11848
845;8965
845;2262
845;4363
1505;283
1505;1
1898;229
1898;1666
1898;95
11255;11254
11255;28342
11255;15754
12958;303
225;205
225;224
225;228
225;230
225;226
225;229
225;634
225;130
225;231
2324;10139
2324;12181
11586;834
11586;55
5696;11687
5696;1006
14150;112
14150;423
14150;19967
28723;935
13980;716
11959;9147
26263;25692
26263;25682
26263;25074
8410;10316
10391;1460
10391;10549
11024;5047
79;2329
1322;1327
26;1863
26;3331
26;3573
26;70
26;252
26;324
26;552
26;291
26;23
26;2161
26;175
26;783
26;1977
26;28783
26;1440
26;1010
26;1922
26;894
26;51
26;27
26;290
26;10359
26;439
26;1983
26;2099
26;12473
26;794
26;1060
26;818
26;437
26;8714
26;128
26;9442
26;4741
26;7066
26;10130
26;9986
26;2197
26;823
26;4242
26;2254
26;321
26;836
26;2527
26;11740
26;12846
26;25
23040;12591
23040;23039
14027;6999
1980;2488
1980;818
7466;517
2837;2582
2837;1474
2449;2450
6916;6564
12734;9043
10548;10549
25121;25123
25121;25122
20610;517
20738;10304
5792;16437
439;290
439;10359
439;291
439;23
6056;3913
6056;1416
6056;2238
6056;1417
191;99
191;28847
191;10686
191;7041
229;205
229;224
229;228
229;230
229;226
229;634
229;130
229;231
229;112
229;15878
229;1666
3226;1010
11629;11628
165;164
9950;5040
8024;16242
9399;7620
7007;14334
10937;5452
10937;8184
12569;12568
29091;28914
29091;29092
1814;70
3191;9548
3191;6957
18532;7445
18532;6066
18532;14064
842;3096
842;376
842;1058
9039;16078
4091;3020
4091;5996
4091;2428
4091;2481
4091;2780
4091;5172
4091;2344
4091;2997
4091;836
4091;2103
4091;1383
4091;11564
4091;16704
4091;5325
4091;13769
4091;22077
4091;18216
4091;16852
4091;22079
12735;9147
10823;4604
10823;5188
374;2488
374;818
9436;13973
9436;15474
25510;2992
8890;5325
10294;4706
10294;10507
11984;2766
11500;10955
476;8299
476;13489
4718;110
16086;20876
7389;423
7389;949
7389;735
7389;733
7389;1
170;129
170;312
170;161
9607;9608
9607;774
9607;5024
9607;22721
7038;23286
319;64
319;66
9599;9598
22477;20163
376;3096
376;1058
7905;12974
7905;12975
251;4531
251;865
324;252
421;25230
421;70
421;762
421;1774
5285;634
22077;18216
22077;16852
22077;22079
8315;6183
31049;31048
28914;29092
13077;2262
13077;1405
10181;10182
2016;5326
6064;634
2485;445
2485;2486
2485;910
445;280
445;3980
445;2737
445;7557
445;910
445;2390
445;14238
445;2486
445;2490
445;1218
445;2103
445;4681
445;7011
445;3701
445;3077
445;8795
445;8794
445;9329
445;905
445;1362
16211;20414
16211;4706
16211;20415
9572;4741
14034;15281
3190;224
3190;157
3190;139
3190;378
3190;29
3190;305
3190;23
3190;2134
3190;204
3190;306
3190;130
907;148
907;73
907;2121
907;4357
907;3051
907;13634
907;11757
2737;7557
4759;1933
4759;110
9153;24717
9153;15671
9153;16058
9153;24315
9153;28980
9153;11672
9153;24868
12143;2262
12143;12144
23924;8031
7043;950
2329;1021
2329;1904
2951;2262
2951;1622
2951;70
21604;21605
836;2262
836;5324
836;2165
836;800
12054;6083
5180;4706
58;1401
58;1010
58;294
11014;11015
11014;1074
11014;11012
11014;12932
10840;10839
10025;10024
27314;4607
365;29
365;139
365;308
2492;148
2492;139
2492;20
2492;15
2492;3308
2492;19
818;765
818;70
818;2830
818;2904
818;2163
818;104
818;864
818;3704
818;1838
818;2262
818;2488
818;423
818;1060
24774;24773
5213;5212
4886;10941
4886;4076
4886;4290
4886;2678
4886;10940
4886;1
4886;10329
4886;9512
7923;104
4642;7039
4157;4602
10686;99
10686;28847
10686;7041
364;29
364;139
364;37
6360;2406
8870;8872
8870;8299
12832;1371
2197;423
13197;13005
15237;10955
71;432
71;66
71;2052
71;1923
71;57
74;5083
74;2976
74;1772
25903;25905
25903;25902
25903;25907
25903;25906
25903;12540
4135;4134
5006;8965
9174;9043
9378;14268
13769;5325
19230;5325
1065;21667
1065;783
11662;918
11662;2512
5083;2976
5083;1772
6961;9349
10130;9986
15133;13344
27409;4604
31440;31441
31440;31439
1119;70
14843;14841
23881;23882
15320;8058
14446;2245
4612;1460
4612;10870
11242;10955
17561;17560
3595;2499
3595;2438
3595;3958
128;8714
128;10300
9066;6071
10870;11975
10870;1460
1366;70
18221;18293
129;1271
129;27647
129;312
129;161
10139;12181
51;179
9388;5048
5076;5077
5076;92
5076;8136
5076;157
2297;1
10120;10121
10120;5220
2921;104
2921;896
2921;697
2921;822
2921;39
2921;15463
2921;3655
2255;1
2434;4706
24;4223
6575;2238
2099;70
9341;7205
2676;2042
2676;3055
2676;12686
2676;112
5322;10024
5322;2932
1054;2935
1054;70
27138;3032
765;1809
765;70
765;866
765;2674
765;2935
10122;13307
10122;5257
2932;10024
17203;17204
822;104
822;896
822;697
822;39
11337;832
11503;9322
14811;14812
14811;14810
14811;14813
12898;1260
11892;11891
7912;4602
451;1474
451;2231
451;10099
451;2582
451;833
27655;37
7914;5040
10689;10688
400;104
400;13634
400;37
400;1030
400;7219
400;9606
10527;21718
25230;70
25230;25077
23;224
23;157
23;139
23;378
23;29
23;305
23;2134
23;204
23;306
23;130
23;66
23;111
23;112
23;552
23;291
23;437
23;1290
23;292
23;894
23;290
23;10359
23;823
23;27
23;3308
23;14055
23;293
12274;3032
21126;25441
12183;2920
10075;197
10075;63
10075;198
10075;9537
10075;4936
10075;1134
10075;224
954;2488
25902;25905
25902;25907
25902;25906
25902;12540
1460;12239
1460;5089
1460;6142
1460;7096
1460;7114
1460;9434
1460;8287
1460;16934
1460;25889
1460;11975
1460;18682
1460;10860
1460;10960
1460;11020
1460;11153
1460;20832
1460;11266
1460;9056
1460;1189
1460;25413
1460;17659
1460;25220
1460;25716
1460;15657
1460;12404
18003;18002
2102;3077
1022;1010
1022;1432
1218;2103
1218;2976
1218;8207
1218;8944
1218;2191
1218;2923
1218;10442
1218;716
1218;3958
25511;2992
14209;6957
6184;5752
15177;10030
7571;6068
7571;11009
575;66
28124;18192
14147;23166
14147;5188
14147;22790
14147;22976
14147;21479
5024;826
5024;263
5024;70
5024;9608
5024;774
5024;22721
5024;8447
5024;797
6999;5317
6999;4602
6999;6135
6999;6560
6999;1108
6999;4096
6999;67
6999;16436
6999;2941
6999;10866
6999;11661
15951;104
15951;7041
6351;2909
6351;2488
457;110
9049;7382
663;37
8612;6071
2941;731
2941;16436
762;2850
762;70
6066;7445
28351;28350
28351;23494
28351;8388
28351;7829
28351;5055
28351;2502
2450;6978
2450;6057
2237;2238
10417;5257
9570;9555
14022;10018
27513;27514
8619;4539
928;4602
10549;7300
10549;7299
10549;11919
1018;11828
7717;6227
10474;5048
2674;70
2674;2270
2334;864
2334;70
221;1010
221;5961
221;17463
14770;4607
14770;2401
21420;16782
1474;2582
1474;2231
1474;5346
1474;13787
1474;17224
10942;6218
10942;10943
10942;10836
9422;9423
9422;9425
110;404
110;2723
110;5067
110;405
110;3076
110;1527
4672;3701
727;728
11401;11402
14792;2332
21141;10955
14803;2262
226;205
226;224
226;228
226;230
226;634
226;130
226;231
1416;3913
1416;2238
1416;1417
794;164
11009;6068
4741;9442
4741;6958
4741;16113
4741;12161
4741;13044
14945;5257
14945;4753
18467;4706
9423;9425
15750;10191
224;157
224;139
224;378
224;29
224;305
224;2134
224;204
224;306
224;130
224;205
224;228
224;230
224;634
224;231
224;1134
12278;12277
12084;14946
743;2776
743;423
24180;8299
28783;1440
12540;25922
12540;19203
12540;25956
12540;25905
12540;25907
12540;25906
1923;432
1923;66
1923;2052
28041;28042
28041;28040
12949;5325
23979;16260
23979;2103
5188;6385
5188;4604
5188;13907
5188;2909
5188;4417
5188;25436
5188;23166
5188;22790
5188;18049
5188;22972
5188;22974
5188;22976
2344;423
2344;2997
2344;3087
7011;3701
20818;18471
22235;8528
22235;5838
22235;8529
3958;263
3958;617
3958;1976
3958;70
3958;1913
3958;22721
3958;774
3958;1260
3958;2821
3958;1997
3958;2438
3958;10564
197;700
197;684
197;63
197;507
197;390
197;753
197;395
197;112
197;396
197;198
8260;11479
1272;70
9948;112
11740;2161
1320;104
1320;702
637;29
637;636
637;139
8795;8794
2245;5838
2245;17205
2245;22692
2245;22246
2561;9418
2561;24432
9730;7079
5048;1364
5048;8590
5048;9492
10024;4607
10024;11518
15914;14952
5103;5040
6169;783
10940;10941
10940;4076
10940;4290
10940;2678
10940;1
10940;10329
10940;9512
13414;13413
13414;2748
18880;18881
2542;832
617;263
5220;10121
175;783
27909;27908
22725;22724
2233;5222
8593;37
17908;70
70;10
70;75
70;771
70;766
70;1809
70;768
70;769
70;770
70;263
70;826
70;866
70;2821
70;1025
70;1048
70;2935
70;25077
70;2850
70;864
70;1103
70;1246
70;1748
70;1976
70;1977
70;1074
70;2167
70;2270
70;321
70;2830
70;6071
70;37
70;1760
70;852
70;784
70;1774
70;1304
70;1100
70;2933
70;1409
70;4242
70;2254
70;797
70;2262
70;1622
70;21480
70;800
70;19355
70;773
14952;6415
14952;4643
14952;6420
64;66
28075;28076
11180;8557
11176;10671
11176;13589
11176;27611
11176;2426
11176;1440
9947;4697
8860;8043
8860;3763
20609;517
12378;6083
1414;7716
1414;10377
6191;4602
15609;9213
31456;12275
2276;236
2276;423
2276;593
305;157
305;139
305;378
305;29
305;2134
305;204
305;306
305;130
305;1010
25689;26562
709;5168
709;11832
735;423
735;949
735;733
735;1
1836;14844
20415;4706
24088;15250
24088;5325
1838;104
1838;864
1838;3704
3394;3393
3394;37
25956;19203
6937;5752
6937;6938
18541;1281
431;10112
14812;14810
14812;14813
211;1099
211;37
10189;10190
10189;13246
12526;10442
6122;112
6122;16660
11181;9005
770;769
11537;11538
347;94
347;1
22790;23166
5145;112
6543;6083
1753;5346
3834;1005
3834;4602
10836;10835
10836;6218
10836;10943
4598;73
4598;4594
5961;1010
5961;17463
28042;28040
16262;2809
16262;10068
16262;16260
5325;9923
5325;28202
5325;15251
5325;15249
5325;11872
5325;22743
5325;8345
5325;3032
5325;3031
5325;22936
5325;2648
5325;12180
5325;23437
5325;15250
5325;18215
5325;15268
9870;5151
3980;280
6183;9282
6183;9313
6183;9522
6183;10287
13915;14486
13915;9107
25122;25123
11328;9147
1409;2935
394;104
7778;4602
7778;4834
15478;4363
16995;20422
16995;16996
3032;22937
3032;22936
3032;3031
3032;2648
3032;2052
3032;12568
3032;6925
3032;3020
3032;27304
1;52
1;73
1;423
1;949
1;733
1;385
1;94
1;965
1;1893
1;10941
1;4076
1;4290
1;2678
1;10329
1;9512
1;1002
1;10
1;3845
1;283
8449;8299
25636;6972
11008;9061
25743;6972
2933;10692
2933;1246
6219;7074
243;6997
11275;9005
15638;15639
8924;1493
8924;12169
8924;8454
8924;9151
385;5528
3051;13634
832;4706
832;2091
832;782
832;2278
832;2103
832;1021
832;9390
832;5027
832;10660
832;2219
832;7396
832;8433
832;716
832;10848
832;6918
141;37
6218;6940
6218;10943
28829;28828
28829;28830
2603;634
23494;28350
23494;8388
23494;7829
23494;5055
23494;2502
2428;3020
2428;5996
2428;5172
2428;6230
2428;2262
2428;5324
2428;12273
30800;30822
4094;9509
4094;17062
14481;4697
1772;2976
1772;6074
1772;1773
1772;862
8334;7984
1773;6074
1773;862
30701;4363
25907;25905
25907;25906
733;423
733;949
11941;6970
3701;8382
3701;11499
3701;13159
6925;3020
7382;2095
7219;1030
5254;13899
1005;4602
25537;3114
22110;22109
3845;10
9114;4461
9114;4460
11146;7726
11146;11145
3496;4357
8454;1493
8454;12169
8454;9151
2827;1464
2827;10392
10069;66
10069;4981
6082;6083
3045;2488
3045;423
6415;4643
14238;910
14238;2390
888;104
888;4788
888;702
888;37
15272;22606
10667;2390
10667;10666
11589;11588
16996;20422
12804;157
7299;7300
228;205
228;230
228;634
228;130
228;231
22721;1913
22721;774
22721;9608
9431;16437
434;10379
2850;852
1975;694
10157;37
5913;11638
5913;11329
3869;148
2913;3037
12339;12340
14909;10955
48;774
48;1633
5195;2238
5195;5257
891;2431
891;4753
5326;8965
3055;1215
19069;19068
25905;25906
1058;3096
2582;10099
2582;833
7849;157
12150;634
6394;12465
92;5077
92;8136
92;157
10194;4363
18772;13344
9864;2262
1082;146
1006;11687
783;21667
27;25
2923;4607
2923;2103
905;999
6120;11321
1059;694
18215;15250
910;2390
910;2486
13899;5257
13899;9467
9923;22486
8891;15250
52;73
8624;6421
834;8447
3573;1863
3573;3331
4355;1010
4355;6019
4355;722
7260;294
5960;634
5101;157
10309;4697
21784;17047
9323;9322
9323;18753
163;7041
3020;5996
10666;2390
1290;292
11824;11825
14256;22834
14256;22835
27862;634
25523;1493
24876;9959
6019;1010
8595;634
8030;8031
2909;2488
2909;4417
2909;4604
2909;25436
3031;22937
3031;22936
3031;2648
3031;2052
11821;11822
21480;800
1030;401
14966;14965
22940;104
18784;18783
13017;4697
13017;10507
8842;8871
8109;8110
432;66
432;2052
432;57
1983;2103
18950;18949
10507;6180
10507;27072
10507;8451
10507;2238
10507;4706
10507;14326
10507;24796
10507;7399
10507;5314
10507;14370
10507;4697
10507;3913
10507;7071
3331;1863
16565;2095
16565;184
16565;19
16565;126
16565;66
16565;851
3839;21276
14434;11167
14434;5526
23039;12591
5752;6938
6079;139
6079;73
24272;26630
23942;11899
4380;13634
4706;22104
4706;7012
4706;22891
4706;20414
10626;16437
13492;4996
13492;22824
9201;9202
5169;20510
5169;20511
5838;10448
5838;8528
5838;8529
5838;11868
450;256
6307;1405
6307;2401
3821;4697
3821;6100
2331;753
10591;10592
414;634
13298;10955
25077;2935
11360;4363
10365;2478
30612;15250
1021;700
1021;2512
1021;9390
1021;4996
3162;287
3162;1185
3162;1704
1281;13655
11608;11607
157;139
157;378
157;29
157;2134
157;204
157;306
157;130
157;5077
157;8136
157;3157
7077;4602
6658;1362
6658;5257
29;139
29;378
29;2134
29;204
29;306
29;130
29;37
29;636
29;308
12887;6485
9512;10941
9512;4076
9512;4290
9512;2678
9512;10329
5054;1074
12404;15657
12191;12190
12472;15310
12472;6957
12472;4594
18574;18575
9327;4363
9327;6938
16260;2103
16260;3703
16260;10068
16260;2809
634;205
634;230
634;130
634;231
634;3689
634;4417
634;7078
634;9729
634;12676
287;1185
287;1704
3913;2238
3913;1417
3913;7725
895;95
4483;7829
8804;5257
7444;11395
4760;11570
14138;1220
2261;2262
2261;1405
2261;630
14810;14813
22834;22835
15305;5257
19005;13344
2648;22937
2648;22936
2648;2052
8528;8529
696;3037
395;25754
395;875
395;112
395;396
717;104
11012;11015
11012;1074
11012;12932
10692;13071
11834;9147
4445;2776
8628;25515
8258;256
5317;4602
20;15
20;3308
20;19
9983;4643
28154;28156
28154;28157
28154;28155
160;1010
160;2121
24818;8909
2095;184
2095;711
12229;12230
1305;7432
3085;3037
68;1010
68;722
7716;8431
7716;9962
31441;31439
118;10993
118;517
17463;5999
17463;1010
741;66
11518;4607
11518;2103
10601;4996
17144;4607
7079;7080
7079;7081
1690;7041
9666;1913
9666;803
5966;6072
5966;4602
5273;4363
10941;4076
10941;4290
10941;2678
10941;10329
862;6071
28334;14305
12180;11872
27072;6180
22104;7012
22104;22891
12239;5089
12239;18682
12239;9056
12239;1189
12239;2776
2904;2163
24347;4604
8944;2103
2278;2103
15335;6957
318;13977
25549;12057
7763;14545
13394;13395
591;4602
24339;4604
555;454
17153;17151
17153;17152
5452;8184
2780;2481
23127;23126
10002;1405
10002;8028
14486;9107
916;2406
507;390
507;753
438;66
14862;10955
6545;23459
15703;4996
8387;8388
8387;700
8387;2512
1510;517
4834;4602
4834;1418
4834;16723
23617;23618
7405;864
7405;4981
12365;4716
6084;6083
949;423
19;15
19;3308
16934;8287
3594;423
10613;10612
18700;17941
1493;12169
1493;9151
1493;12260
875;25754
875;112
291;552
291;290
291;10359
10954;10955
1259;66
8182;8181
22936;22937
22936;2052
5314;14370
6331;8043
12238;1418
139;378
139;2134
139;204
139;306
139;130
139;37
139;636
139;308
139;148
139;73
2776;423
2776;11522
2776;6376
2474;294
2474;2121
9408;9409
306;378
306;2134
306;204
306;130
306;308
4788;104
4788;702
8431;9962
16723;1418
10822;6017
9562;9563
19265;423
9532;9533
9532;1327
9532;1907
4363;6938
4363;13759
4363;12800
4363;24076
10360;8615
8664;8663
17152;17151
20615;20266
9965;9964
263;826
2431;4753
12817;5290
22079;18216
22079;16852
4076;4290
4076;2678
4076;10329
5077;8136
236;423
236;593
10392;1464
148;73
148;2121
148;11262
428;66
7829;28350
7829;8388
7829;5055
7829;2502
841;104
841;3655
5090;10703
896;104
896;697
896;39
2512;918
2512;700
2512;8388
15;3308
18474;28868
5055;28350
5055;8388
5055;2502
112;111
112;66
112;16660
112;25754
112;396
112;15878
112;423
112;19967
112;486
6131;4996
9533;1907
9533;1327
15310;6957
15310;4594
17010;17011
26176;23287
7432;269
2809;10068
2478;10604
2478;15176
7424;10
7424;95
9151;12169
4016;4996
950;3223
12032;1074
7562;2390
10355;1013
5288;999
13634;3644
11397;2238
11397;11398
11397;6957
14416;4697
3393;37
697;104
697;39
10068;3703
15172;423
517;947
517;943
517;47
10592;16091
4595;4602
9056;1189
10971;9147
9300;23945
7081;7080
8445;5040
7961;7960
2132;1014
10329;4290
10329;2678
4604;4417
4604;25436
860;423
860;753
25436;4417
