source;target
13075;10100
13075;11760
13075;26
1281;7855
1281;4091
1281;13655
1281;14066
1281;15331
28816;28814
28816;28815
15494;15493
15494;9005
24714;689
13020;18141
13020;29366
13020;16217
13020;12846
16110;15660
12244;6549
12244;12242
12244;4496
2751;5841
2751;2187
2751;8207
2751;4501
2751;2103
2751;2262
702;104
702;5079
702;7041
702;2921
702;38
702;697
702;3928
702;896
702;822
702;840
702;15260
702;398
31056;31057
2221;2099
12488;12489
12488;12490
12488;5040
2442;1018
15527;1365
899;104
899;841
899;3655
24362;4604
23173;23172
13489;8299
8299;12775
8299;12721
8299;8650
8299;22352
8299;24202
8299;13273
8299;24178
8299;8449
8299;24185
3032;12568
3032;6925
3032;27297
2206;2252
3782;248
15416;10296
9163;13943
2951;70
2951;2262
2951;1622
13178;13360
13178;18066
9391;9392
9391;4726
11902;37
11902;11901
843;11586
843;9794
21122;21123
21122;21121
468;593
468;594
468;2245
468;2548
468;238
468;2673
468;157
468;2034
468;3906
468;3958
468;707
468;2356
468;13748
468;17135
1061;3701
9735;7079
12530;12531
14347;2848
9118;9213
12526;11541
12540;25956
12540;5840
12540;23260
12540;5909
12540;25957
12540;19203
13455;2407
15922;15921
24741;24742
21053;21054
12194;16433
12194;12195
26754;26755
27263;27262
287;387
287;810
2154;445
2154;21291
11563;11866
25564;716
25564;1769
25564;1770
13438;1021
27923;27924
16060;16061
16060;16059
115;23
115;412
25629;25628
25629;14370
12817;6531
12817;16064
6924;832
6924;2248
15341;818
15341;20414
17905;2245
1854;26
1854;70
1854;1217
1854;4141
1854;2850
1854;1093
1854;1983
19920;18754
22692;2245
9005;15291
9005;10634
9005;1218
9005;12148
9005;22200
9005;15493
9005;11181
9005;7981
9005;15190
12165;1364
12165;5048
15639;15638
2448;9524
14762;12028
14762;24383
14762;12337
14762;12027
14762;16054
14762;16056
14762;16055
13976;16182
13976;2238
13976;21421
13976;27245
14486;9107
14486;13915
620;434
620;66
620;3582
2889;15235
12438;3010
238;593
238;594
238;2245
238;2548
238;2673
238;157
238;2034
238;3906
238;3958
238;707
1242;184
1242;2095
1242;16565
9949;2248
3821;6100
3821;4697
8924;9151
8924;8454
8924;1493
38;104
38;7041
38;2921
38;697
38;3928
38;896
38;822
38;840
38;15260
38;398
12144;12143
12144;2262
12144;13068
12144;2103
16209;5838
16209;8686
16209;10448
7396;832
7712;8104
13848;690
12078;1460
12078;21312
12078;8500
2748;13413
2748;13414
10112;2729
10112;1113
21121;21123
19967;14150
19967;112
19967;423
694;8
694;1059
694;1975
8309;748
6169;594
15984;15985
10024;2252
10024;2932
10024;5322
10024;1956
10024;11518
10024;4607
10024;862
10024;1952
852;70
852;3775
852;2675
852;112
852;12686
852;26
852;12432
852;4468
12559;12558
12559;12557
70;1617
70;26
70;1217
70;4141
70;2850
70;1093
70;837
70;3775
70;2675
70;112
70;1290
70;50
70;4034
70;762
70;1094
70;421
70;768
70;7902
70;260
70;37
70;6071
70;863
70;1474
70;10095
70;45
70;739
70;248
70;2910
70;1119
70;765
70;1394
70;769
70;858
70;8425
70;3087
70;784
70;22721
70;1025
70;2262
70;1622
70;2934
70;2063
70;1074
70;169
70;1760
70;1100
70;1409
70;5346
70;25077
25873;25872
2233;4091
2233;5222
2233;1217
2233;6071
2233;14023
2233;4607
2233;1956
16273;5257
16273;2238
25528;6202
5145;112
24818;24987
1;62
1;11
1;283
1;1505
1;3903
1;2
1;12478
1;94
1;347
1;284
1;1002
1;965
28342;23125
28342;11255
3823;3824
1428;413
8686;5838
8686;10448
6059;1218
6059;2103
2449;2450
24779;24777
24779;23835
10002;1405
10002;8028
10798;16437
1287;5346
15181;15182
14773;12033
17457;26
7606;157
10060;5811
10060;11999
18125;26546
18125;1217
18185;18184
6542;10075
16064;6531
17940;7716
13179;10100
19204;19202
19204;19203
19204;10098
13930;15949
13930;2172
13930;7177
13930;13929
25695;25694
25695;22833
24792;112
697;2921
697;3928
697;896
697;822
697;840
697;15260
697;398
697;104
26280;31150
11020;1460
8531;3820
547;1463
547;2039
12277;12278
11883;6113
11883;743
11883;946
11883;6115
11608;2236
2700;6183
2700;6379
25536;4741
17235;4091
17235;24682
1459;26
30580;30579
15515;15514
9153;16058
9153;10955
9153;15671
9153;28982
17966;58
1021;9390
1021;2345
1021;2512
1021;700
1021;2187
3996;2766
14195;14197
14195;14196
13228;6071
13228;2187
14819;1389
1952;2252
1952;1956
12676;634
1278;118
250;26
18216;4091
18216;22079
18216;16852
18216;22078
18216;22077
184;946
184;16565
184;2095
13298;10955
27706;1065
27706;7438
21332;18890
17666;13002
10971;9147
6961;9349
5324;2428
5324;2262
5324;836
5324;2103
24348;8539
14431;15834
20813;13155
10135;10134
12637;12636
7177;2172
7217;2248
7217;9213
8452;16723
8452;1418
8452;4834
13718;4363
6074;6071
13275;6379
197;196
197;390
197;389
197;1303
197;4602
197;10075
197;425
197;2019
197;2162
26404;26403
48;50
48;774
22822;10836
8278;10591
8278;10592
765;1394
765;769
765;858
765;7902
1383;10100
1383;10692
11301;11302
11301;13648
15890;10507
15890;14370
11993;11992
11993;2238
3957;5680
3957;2345
12035;2478
9489;2300
9489;10097
9489;229
5197;243
22833;25694
9733;4726
22109;22110
3077;445
3077;3037
15451;8431
2329;79
2329;1904
2329;6441
2329;13504
5169;12663
5169;21938
5169;21937
741;66
13566;3820
10122;13307
10122;5257
10307;6352
7427;7565
9213;2248
9213;14359
9213;14360
9213;13845
9213;12163
9213;14308
9213;13971
9213;13699
213;252
213;26
11988;5257
2447;7647
5896;4981
5896;129
5896;227
5896;2678
5896;1801
1416;6056
1416;3913
1416;1417
1416;2238
4226;21289
11881;318
12234;9385
14192;3820
11825;11824
8500;12404
8500;2498
8500;1460
8500;6337
8500;21312
12539;12538
22078;4091
22078;22079
22078;16852
22078;22077
13418;6379
15143;10018
14358;1234
5462;12300
12558;12557
22812;129
31090;31095
31090;28914
31090;31092
31090;31091
31090;29072
31090;31093
31090;31094
31090;10593
146;1082
146;2952
146;12137
146;7966
146;7048
146;7968
12217;4440
13159;3701
15996;15995
132;2389
5346;1474
5346;4501
5346;863
5346;25058
5346;10096
5346;4981
5346;30192
5346;30191
5346;10099
5346;864
5346;16817
5346;2841
5346;16923
5346;10098
5346;3038
5346;5675
5346;251
5346;2678
5346;817
5346;421
7945;5838
7945;11854
7945;2245
7945;25512
20010;5838
161;129
161;4977
161;10068
161;2809
161;864
161;3226
161;1030
25628;14370
13971;13699
11146;7726
11146;11145
11146;7853
11146;11975
12884;3701
12884;4672
20895;20896
3038;1474
3038;4501
2850;26
2850;1217
2850;4141
2850;1093
2850;4034
2850;762
2850;1094
2850;7902
2850;837
2850;2910
2850;12223
2850;1617
2850;1074
2850;248
2850;1760
13125;248
21421;27245
14793;1460
817;26
20273;10955
20273;20272
10179;10178
10179;1816
10179;10176
10179;10177
943;517
943;1304
11868;5838
11868;22235
157;593
157;594
157;2245
157;2548
157;2673
157;2034
157;3906
157;3958
157;707
157;12804
157;8660
157;4741
157;13450
24777;23835
19036;2245
6411;5188
17579;17580
18294;18221
11915;5966
12563;12564
5265;832
18561;23234
13880;16406
11259;8628
8544;1460
24895;24894
7215;9043
19921;19922
2763;7036
8880;2431
18192;28124
27914;27979
12931;26
4539;4540
29072;31095
29072;28914
29072;31092
29072;31091
29072;31093
29072;31094
29072;10593
1617;4034
1617;1074
8043;8860
8043;3763
8043;9506
8043;6331
4607;2103
4607;11518
4607;1956
4607;2434
4607;14770
4607;15303
4607;2401
4607;17144
4607;14064
4607;18532
13142;12084
5089;1460
5089;12239
26711;26272
24289;24288
8307;8305
8307;8306
16242;8024
15260;2921
15260;3928
15260;896
15260;822
15260;840
15260;398
15260;104
12323;2248
3226;912
3226;2345
3226;6068
3226;5750
3226;1010
3226;1030
3226;11586
17098;4996
8252;12409
15336;10955
1983;26
862;782
862;2252
862;1956
862;2103
19202;19203
7903;6965
6959;248
6959;2676
6959;3055
16968;10068
14085;13182
110;2723
110;404
110;2172
110;4759
110;1527
110;946
840;2921
840;3928
840;896
840;822
840;398
840;104
7057;7058
728;727
1401;58
25796;85
12336;12337
12336;9322
9559;5527
9559;22513
13972;148
23914;23913
14447;14446
14447;6972
14447;14448
13287;13286
14448;14446
14448;6972
10678;1113
13644;13645
13644;13650
18890;21233
18890;31415
21218;21219
6997;12454
2263;2245
19960;19961
16456;3958
13759;22665
13759;4363
13388;5048
12988;6083
9424;9425
9424;9423
16359;16360
16359;15820
3046;7445
3046;6066
3046;18532
3046;858
8714;128
8714;9385
8714;26
14803;2262
14803;11255
11865;2450
13981;9453
163;11479
3655;104
3655;841
3655;7041
3655;15463
3655;2921
3655;39
30800;30796
1932;1296
7433;126
7433;16565
19349;20409
19349;27392
10107;10100
4672;3701
12714;12713
2675;3775
2675;112
14154;14153
3207;10234
3207;423
7853;11975
10099;863
10099;25058
10099;10096
10099;4981
10099;30192
10099;30191
10099;864
10099;1474
10099;16817
10099;2841
10099;16923
10099;10098
8331;12535
8795;905
8795;280
13861;15250
21629;26371
13700;2173
13700;13899
13700;13699
13700;1010
15463;2921
15463;39
15463;7041
12551;12552
14370;2238
14370;5314
14370;10507
14370;15863
781;2582
781;2837
781;4501
781;1474
781;26
7765;11941
20615;20266
2673;593
2673;594
2673;2245
2673;2548
2673;2034
2673;3906
2673;3958
2673;707
2673;2356
6113;743
6113;946
6113;6115
16437;5792
16437;15320
16437;5369
16437;10626
16437;8489
10591;10592
11023;6918
11023;832
13473;5257
13473;13899
11405;5257
11405;13899
2742;1405
2742;6023
13494;3010
13494;5457
10069;1802
10069;4981
10069;66
6918;832
6918;6039
6918;1218
6918;6917
6918;818
6918;6919
6918;12017
6918;6957
5838;11854
5838;2245
5838;10448
5838;22235
7096;1460
25058;863
25058;10096
25058;4981
25058;30192
25058;30191
25058;864
25058;1474
25058;16817
25058;2841
25058;16923
25058;10098
9042;8136
318;5176
23125;11255
5269;5257
13768;4091
13768;13769
13488;13469
9432;9596
24000;1869
24000;10076
24000;4981
24000;10080
3595;21545
3595;8431
3595;13329
11497;6083
2481;8127
8306;8305
437;5093
2617;7700
2617;2582
18109;18110
9378;14268
9378;11255
14326;10507
14326;4726
12238;1418
15320;5792
14305;28334
9580;634
14847;14846
10469;248
15872;16116
6039;832
6039;1218
6039;6917
6039;818
6039;6919
6560;6999
21291;445
6971;9392
6971;14446
6971;9185
1779;129
15997;20258
14150;112
14150;423
14150;774
12028;12027
12028;24383
12028;12337
12028;13012
12028;8628
50;1290
50;292
50;774
50;407
50;1309
50;293
50;13363
13430;4726
3820;8386
1364;5048
20608;517
5186;4996
6186;18629
19224;1460
18248;6445
2063;1218
30871;18911
11586;1973
11586;314
11586;22355
11586;55
11910;12725
10943;10836
10943;10942
10943;6218
12233;9385
25558;3039
11976;3010
294;58
5456;248
5456;15556
10550;10551
374;818
374;2488
374;8068
13989;783
25030;25031
15666;15665
15962;15963
13246;10190
13246;10189
112;23
112;111
112;3775
112;12686
112;1802
112;864
112;395
112;12432
112;423
112;2676
112;27937
112;486
112;774
112;1666
112;25544
2248;17765
2248;6326
2248;14218
2248;1104
2248;832
2248;25524
11927;11926
11927;12330
11927;7501
11927;12484
2036;248
6972;14446
39;2921
39;7041
23320;23319
1022;1010
1022;1432
1022;128
21789;21788
2390;8483
2390;7562
2390;10666
2390;10667
2390;7041
2390;25038
7700;2582
12527;12528
12527;1460
3020;20417
12428;6218
13771;9043
14499;5188
23920;23913
7522;5048
12498;10100
12498;154
5547;280
15906;2450
4148;277
4148;454
610;12979
5040;5103
5040;7914
5040;9317
5040;10320
5040;12049
5040;12297
5040;12489
5040;12490
4091;2428
4091;5172
4091;836
4091;1218
4091;4468
4091;2103
4091;16704
4091;13769
4091;12832
4091;22079
4091;16852
4091;22077
4091;5343
4091;3014
4091;17800
11443;12956
11443;23928
1622;2262
660;37
3308;23
3308;8
5966;6072
5966;4602
5966;6390
5966;9586
5966;12548
9368;14948
15135;15134
15135;15136
13158;8454
13158;1493
8512;1010
2421;61
15680;15679
11832;709
11832;11833
2238;6056
2238;3913
2238;1417
2238;5195
2238;5257
2238;6957
2238;11398
2238;11397
2238;11992
2238;16182
2238;15436
2238;10507
2238;15596
21413;5188
16360;7953
16360;15820
20878;4604
20878;20879
10593;31095
10593;28914
10593;31092
10593;31091
10593;31093
10593;31094
13363;407
93;426
93;26
23097;23096
10234;423
6218;5914
6218;3010
6218;6198
6218;10836
6218;10942
6218;16720
2499;18747
5357;10075
18597;4936
10604;2478
13634;10692
13634;1033
13634;1221
11936;11939
11936;11938
11936;11937
12286;4706
24796;10507
11931;8431
11931;1002
11394;17615
2884;4996
23416;15292
863;1474
863;2381
863;10096
863;4981
863;30192
863;30191
863;864
863;16817
863;2841
863;16923
863;10098
863;2380
863;787
863;45
863;10095
10095;1474
10095;45
4936;9537
4936;10075
4936;9567
5836;4524
5836;26
896;2921
896;3928
896;822
896;398
896;104
4496;6549
4496;12242
321;1093
321;2783
321;4242
24675;55
24675;24787
14940;10955
18558;18557
1010;612
1010;613
1010;4602
1010;1013
1010;1111
1010;2173
1010;13899
1010;13699
1010;722
1010;111
1010;13579
1010;3115
1010;5961
1010;442
1010;208
1010;1432
10178;1816
10178;10176
10178;10177
26166;30710
23260;5840
23260;25956
129;1452
129;1453
129;4981
129;227
129;2678
129;1976
129;3703
129;864
129;1831
129;3704
129;1801
129;2839
129;1838
12724;6950
16280;27378
10177;1816
10177;10176
347;94
347;12478
1030;857
1030;11662
1030;45
9013;14210
23214;14283
5957;85
13068;12143
13068;2103
2983;11941
4483;10691
4483;7829
4483;12687
2485;910
8665;2776
16913;6999
5048;10474
5048;5214
2935;4034
208;442
13151;13126
13151;25048
13151;8096
9147;12377
9147;28224
227;4981
227;2678
9936;11866
11984;2766
916;917
12016;1460
12016;12528
12031;12030
15474;9436
15474;13973
6202;25529
11518;1956
11518;2103
126;16565
12671;7207
36;4602
4602;1013
4602;1111
4602;390
4602;389
4602;1303
4602;10075
4602;753
4602;85
4602;7778
4602;4834
4602;1217
4602;3834
4602;1005
4602;3839
4602;891
4602;10023
4602;4157
4602;7912
4602;859
4602;2095
4602;7847
4602;4777
4602;13737
4602;4713
4602;4595
1245;1074
16871;9986
7205;9341
3192;6999
2436;1218
805;58
2932;5322
2932;2252
2932;1956
2932;2488
2932;2262
2932;2909
2932;7727
864;1802
864;10096
864;4981
864;30192
864;30191
864;1474
864;16817
864;2841
864;16923
864;10098
864;2380
864;2381
864;787
864;4977
864;2809
864;10068
864;1976
864;3703
864;1831
864;3704
864;1801
864;2839
864;1838
864;818
13720;4776
12056;12057
30645;30646
2841;10096
2841;4981
2841;30192
2841;30191
2841;1474
2841;16817
2841;16923
2841;10098
9440;11961
1189;2973
1189;9056
1189;1460
1189;12239
1189;7409
3701;8382
3701;7011
3701;445
3701;4292
6023;1405
12632;12633
16109;9107
13980;716
12055;6574
24076;4363
18682;248
3763;8860
2252;5322
2252;1956
2252;3055
10185;25697
19281;426
19281;26
7729;9403
7729;17069
7729;1460
7729;12404
5090;12295
10603;634
12223;4034
439;290
439;26
439;10359
439;23
439;291
17976;17975
14952;4643
14952;6415
8003;9039
8003;5257
18066;13360
434;66
5343;3014
2995;1980
2995;22721
15274;10667
21479;14147
12205;12206
12205;11941
6919;832
6919;1218
6919;6917
6919;818
8660;4741
8660;7984
5257;5195
5257;13307
5257;13292
5257;9039
5257;4753
5257;14945
5257;9467
5257;13899
5257;12184
5257;12457
5257;4996
5257;13017
12206;11941
21937;21938
11687;45
11687;5352
11687;11686
11687;17880
12579;7382
28225;4996
5188;4417
5188;15686
5188;2909
5188;25436
5188;4604
5188;5187
5188;20563
5188;22816
5188;22974
12083;12084
11887;13556
6125;18629
18637;3010
13381;13380
12419;15137
8028;1405
11;62
13891;762
14218;1104
4706;10507
4706;10294
4706;12780
4706;828
4706;2434
13973;9436
5527;22513
12183;2920
1770;716
1770;1769
26152;28984
2783;1093
2783;26
2783;4242
22783;22784
23979;25230
23979;10068
13394;12070
13394;13396
10315;4501
7319;4996
884;10100
22751;2809
18134;18133
18584;13344
13579;3115
13579;5961
11846;8965
15327;10955
7438;1065
7438;3009
7438;3010
24339;4604
1260;3958
1260;12898
13343;13342
15390;2243
15133;13344
696;3037
13612;3039
13612;21025
12549;8142
2549;26542
12242;6549
13515;13524
13515;13523
7039;4642
2401;4604
2401;14770
2401;15303
12463;12462
15580;15579
15580;1019
9549;9548
1303;390
1303;389
1303;10075
14853;10507
15250;12274
15250;21664
1019;15579
426;26
710;15634
710;709
1493;9151
1493;8454
1493;12260
457;517
30126;30125
9115;20252
5963;2172
66;1802
66;4981
66;438
66;659
66;71
12600;2245
15310;12472
15310;6957
15310;6379
15310;4594
9050;7540
6056;3913
6056;1417
21386;15925
11925;10426
11925;1304
11925;4468
4726;10304
4726;10914
4726;10507
4726;15298
4726;6194
4726;20869
4726;12308
4726;9392
13526;4191
13526;26
11397;6957
11397;11398
12863;12864
1410;2431
10426;1304
10426;4468
6330;2438
1838;1801
1838;2839
389;390
389;10075
175;13699
11937;11939
11937;11938
251;2344
251;1474
23139;30067
23139;30066
18275;17615
18275;18274
4466;4535
4466;10094
4466;13238
4466;3037
3072;902
3072;4872
3072;1304
3072;774
3072;1113
16915;3958
16915;13112
4191;26
445;7011
445;2144
445;10820
445;905
5675;1474
1217;26
1217;4141
1217;1093
1217;2103
1217;832
1217;1005
1217;3834
1217;2262
1217;818
1217;26546
6957;9548
6957;6379
6957;3191
6957;9600
6957;11398
6957;12017
6957;15242
6957;13750
6957;12472
6957;12797
6957;4594
6957;10473
6957;15108
6957;14209
24206;7125
9608;4252
9608;248
9608;9607
9608;22721
9608;2676
9608;1012
9608;2438
4895;10100
1801;2839
6142;1460
27993;27992
25880;25881
3928;7041
3928;2921
3928;822
3928;398
3928;104
17224;4501
17224;16923
17224;2582
17224;1474
1013;1111
1013;10355
21605;21604
16846;2992
21217;2245
13983;1460
17061;4094
13153;13152
12780;828
7412;2245
822;2921
822;398
822;104
11941;6970
277;454
21290;7501
17071;14368
10849;832
8282;6549
2255;9449
2255;9450
9923;22486
11901;37
11901;6970
11901;45
888;37
1304;4872
1304;774
1304;1113
1304;517
1304;4468
23322;23323
11153;1460
17615;2678
17615;18274
17615;18276
17615;18277
12180;11872
18981;1460
6917;832
6917;1218
6917;818
2019;425
2019;10075
2187;5841
2187;8207
2187;4501
2187;2428
2187;5846
2187;2262
2187;6071
398;2921
398;104
27331;27330
16433;12195
4834;7778
4834;10023
4834;5542
4834;16723
4834;1418
21496;21233
9327;4363
9327;6938
9327;14002
18141;29366
18141;16217
18141;12846
17947;17946
17947;15253
17947;18087
17947;15291
15011;15009
15011;15010
6970;37
6970;45
2165;2262
2165;836
2165;800
1009;809
1009;104
14274;7501
12457;21647
12457;4996
18485;16167
1843;45
1843;10100
10527;12594
25230;10068
12459;4133
555;454
5840;25956
894;23
894;26
12011;4741
22614;10955
71;659
774;4872
774;1113
774;37
774;396
774;248
27;23
27;26
3834;1005
946;743
946;6115
946;16565
394;7041
5152;9341
1696;1391
14290;14291
14290;14289
8815;4614
283;1505
283;284
4524;26
27392;20409
13456;13457
8451;10507
5;12
30066;30067
18416;14831
8188;20447
12273;2428
12273;5996
2300;10097
2300;229
2300;1474
13717;95
12898;12897
12898;15360
11939;11938
7562;8483
18037;21804
18037;18754
14357;6549
14357;8461
3903;2
9607;4252
9607;248
9607;22721
9607;2676
9607;2438
9607;1012
613;612
15174;2561
15174;1460
950;9108
16970;16971
716;1767
716;1768
716;1769
716;2328
716;1218
716;832
716;12906
19;16565
2952;12137
2245;593
2245;594
2245;2548
2245;2034
2245;3906
2245;3958
2245;707
2245;11854
2245;9939
2245;17205
2245;19126
2245;25513
2245;30593
2245;21166
2245;8629
14843;14841
425;10075
12585;12584
858;630
858;7445
858;10100
858;769
858;1394
858;26
858;6066
1002;8431
14282;7079
1760;4034
14974;13126
4535;10094
6999;14027
6999;67
6999;11661
6999;3191
6999;3049
18532;7445
18532;6066
18532;1394
18532;630
18532;10100
18532;769
18532;14064
18532;1956
14209;6379
20429;8431
787;2380
787;2381
787;1474
9364;634
2434;1956
9301;22161
3009;3010
14289;14291
23928;12956
18942;18943
999;3030
2273;2428
25436;4417
25436;15686
25436;2909
25436;4604
13291;13827
13291;13294
14155;10383
2821;37
31456;12275
15436;10507
25048;8096
17144;1956
7985;85
5841;8207
1225;8264
1225;809
1225;537
1225;104
18093;4594
18174;16932
3010;5913
3010;11638
3010;5914
3010;5457
3010;13588
3010;5254
3010;10489
954;2488
6360;10338
7320;4440
711;2095
11948;7276
10834;5049
12490;12489
1056;10075
2356;2034
2356;593
15891;10507
6699;17981
2909;2488
2909;2262
2909;7727
2909;6351
2909;818
2909;739
2909;11757
2909;4417
2909;15686
2909;4604
25895;1460
10955;12299
10955;20785
10955;16058
10955;15655
10955;20272
10955;21233
10955;15237
10955;15106
10955;6984
10955;16333
667;2801
667;14977
667;2083
769;10100
769;26
769;1394
8831;26
12432;395
12432;4468
4697;6100
4697;13017
4697;10507
4697;12874
4697;14767
11486;6083
2676;248
2676;3055
2676;423
2676;27937
5811;11999
3050;634
22079;16852
22079;22077
13234;6549
5352;45
5352;11686
5352;17880
23845;13126
8399;14782
15686;4417
15686;4604
28914;31095
28914;31092
28914;31091
28914;31093
28914;31094
11662;857
11662;45
11662;11858
11662;4356
14002;4363
14002;6938
9114;4461
9114;4460
11503;9322
13413;13414
5079;7041
2170;10100
2170;10332
3087;2344
3369;3906
3369;5283
7398;4440
4598;73
9450;9449
15606;4824
722;111
5049;13244
5047;11024
2219;2852
2219;832
13091;12932
13325;13324
414;634
414;3839
10932;10931
14977;2801
14977;2083
16325;16324
28815;28814
18474;28964
2197;26
2934;7902
19232;19189
13012;8628
2438;248
7900;4440
18277;18274
21508;18754
12435;12132
2852;6028
1006;10100
10851;4643
4242;1093
25077;1394
23000;248
10304;10914
229;10097
229;4981
229;2378
229;23
229;196
229;1666
229;395
229;4468
4468;1666
4468;395
4468;1218
4468;2103
1452;1453
20651;85
10080;1869
10080;10076
10080;4981
5299;5300
11551;11550
3051;10100
3051;10692
14069;1460
10634;15291
10666;10667
748;1224
7620;9399
4461;4459
4461;4460
4461;25848
12281;6183
9311;13699
11983;3155
13355;154
196;23
8207;5846
5082;2976
169;7902
25089;26263
13044;4741
9107;13915
10310;634
11211;6379
905;280
1221;1218
1221;3958
2039;1463
5172;2428
9151;8454
15377;1181
18632;18633
2807;1218
13650;13645
29;794
3906;593
3906;594
3906;2548
3906;2034
3906;3958
3906;707
3906;5283
2582;2837
2582;4501
2582;1474
2582;16923
762;4034
762;1094
7727;2488
7727;2262
2921;104
2921;7041
15637;4594
15291;15190
15291;4594
15291;18087
809;104
809;47
809;8264
809;537
818;9969
818;2488
818;423
818;832
818;1218
818;739
818;11757
818;2888
818;4228
1531;13126
630;1394
7444;19700
4266;26
31094;31095
31094;31092
31094;31091
31094;31093
21156;1460
7079;7081
7079;14283
16852;22077
6307;1405
11760;10100
11760;6574
11760;26
11686;45
11686;17880
15918;2888
9015;4604
9015;15173
9015;5222
17931;15329
6567;248
21312;1460
15010;15009
24958;24959
12145;2262
16345;4363
16345;6379
12570;4133
6541;4360
841;7041
841;104
5750;6068
5750;912
5750;2345
700;2345
700;2512
1976;3703
13699;2173
13699;13899
14184;14185
45;857
45;401
45;37
45;1474
45;17880
20563;22816
20436;20437
9548;6379
9548;3191
1113;4872
707;593
707;594
707;2548
707;2034
707;3958
1611;37
9056;1460
9056;12239
13344;24995
13344;18772
13344;13342
13344;21233
13344;12299
19203;25957
19203;25956
10359;290
10359;26
10359;23
10359;291
8595;634
783;2941
25138;25137
6183;2894
6183;6379
837;26
10692;10100
27937;423
2910;7902
2910;4034
15241;15240
893;248
16143;2450
12473;26
6415;4643
5961;3115
13029;13028
10010;11479
18344;24686
594;593
594;2548
594;2034
594;3958
594;5283
12160;1074
12728;7049
12027;24383
12027;12337
14185;13342
14185;25003
22135;18352
30666;30665
9969;423
9969;2488
9316;743
13288;13289
1417;3913
2103;1093
2103;832
2103;1218
2103;8944
2103;1956
2103;12143
12337;24383
12337;9322
12337;10507
12337;24965
709;5168
709;11833
12911;12912
2758;6938
9385;128
9385;26
420;634
13183;4604
2923;2262
2923;1218
21484;21685
21484;21483
21484;13857
21484;22767
95;26
291;290
291;26
291;23
30192;10096
30192;4981
30192;30191
30192;1474
30192;16817
30192;16923
30192;10098
16390;4459
800;2262
800;836
13524;13523
5222;15173
396;248
396;3958
739;11757
25090;26263
4977;2809
4977;10068
13238;3037
1816;10176
12239;1460
293;292
14197;14196
19239;4363
16923;10096
16923;4981
16923;30191
16923;1474
16923;16817
16923;10098
16923;2488
16923;2345
16923;423
16923;4501
18754;9323
18754;21804
4501;1474
4501;2837
4501;2678
18700;17941
10189;10190
753;85
31091;31095
31091;31092
31091;31093
31093;31095
31093;31092
8556;10667
4604;15173
4604;4417
4604;20879
10294;10507
12560;4363
5322;1956
21198;21199
4141;26
4141;1093
15233;1460
15233;12404
3704;1831
11740;26
11740;1394
11740;248
4034;1094
4034;7902
4034;1074
4034;248
73;8
73;377
10549;11919
13400;13401
10995;10836
6071;37
6071;14023
747;248
154;10100
37;2670
37;3393
4094;9509
6083;11484
6083;11496
6083;12054
6083;12378
10098;10096
10098;4981
10098;30191
10098;1474
10098;16817
5696;1414
5696;9719
4981;2378
4981;1869
4981;10076
4981;10096
4981;30191
4981;1474
4981;16817
4981;1802
4981;2678
2888;4228
11302;13648
22204;22205
21576;18753
2723;404
9039;16078
